"","der_activity_month","var_1","name","prop","sector","value"
"25","2018-03-01","Black or Black British","Inpatient admissions","13.0490956072351","NHS","673"
"26","2018-03-01","Black or Black British","Inpatient admissions","13.0490956072351","Independent Sector","101"
"27","2018-03-01","Black or Black British","Outpatient appointments","4.45736434108527","NHS","493"
"28","2018-03-01","Black or Black British","Outpatient appointments","4.45736434108527","Independent Sector","23"
"29","2018-03-01","Mixed","Inpatient admissions","18.9910979228487","NHS","273"
"30","2018-03-01","Mixed","Inpatient admissions","18.9910979228487","Independent Sector","64"
"31","2018-03-01","Mixed","Outpatient appointments","2.5830258302583","NHS","264"
"32","2018-03-01","Mixed","Outpatient appointments","2.5830258302583","Independent Sector","7"
"33","2018-03-01","Other Ethnic Groups","Inpatient admissions","9.36902485659656","NHS","474"
"34","2018-03-01","Other Ethnic Groups","Inpatient admissions","9.36902485659656","Independent Sector","49"
"35","2018-03-01","Other Ethnic Groups","Outpatient appointments","2.09205020920502","NHS","468"
"36","2018-03-01","Other Ethnic Groups","Outpatient appointments","2.09205020920502","Independent Sector","10"
"37","2018-03-01","White","Inpatient admissions","24.9357135792701","NHS","30359"
"38","2018-03-01","White","Inpatient admissions","24.9357135792701","Independent Sector","10085"
"39","2018-03-01","White","Outpatient appointments","8.14892098182417","NHS","16727"
"40","2018-03-01","White","Outpatient appointments","8.14892098182417","Independent Sector","1484"
"41","2018-04-01","Asian or Asian British","Inpatient admissions","18.0381830151415","NHS","1245"
"42","2018-04-01","Asian or Asian British","Inpatient admissions","18.0381830151415","Independent Sector","274"
"43","2018-04-01","Asian or Asian British","Outpatient appointments","6.875","NHS","1341"
"44","2018-04-01","Asian or Asian British","Outpatient appointments","6.875","Independent Sector","99"
"45","2018-04-01","Black or Black British","Inpatient admissions","12.2252747252747","NHS","639"
"46","2018-04-01","Black or Black British","Inpatient admissions","12.2252747252747","Independent Sector","89"
"47","2018-04-01","Black or Black British","Outpatient appointments","4.4362292051756","NHS","517"
"48","2018-04-01","Black or Black British","Outpatient appointments","4.4362292051756","Independent Sector","24"
"49","2018-04-01","Mixed","Inpatient admissions","16.9435215946844","NHS","250"
"50","2018-04-01","Mixed","Inpatient admissions","16.9435215946844","Independent Sector","51"
"51","2018-04-01","Mixed","Outpatient appointments","3.601108033241","NHS","348"
"52","2018-04-01","Mixed","Outpatient appointments","3.601108033241","Independent Sector","13"
"53","2018-04-01","Other Ethnic Groups","Inpatient admissions","11.5384615384615","NHS","460"
"54","2018-04-01","Other Ethnic Groups","Inpatient admissions","11.5384615384615","Independent Sector","60"
"55","2018-04-01","Other Ethnic Groups","Outpatient appointments","3.26923076923077","NHS","503"
"56","2018-04-01","Other Ethnic Groups","Outpatient appointments","3.26923076923077","Independent Sector","17"
"57","2018-04-01","White","Inpatient admissions","23.1850774452015","NHS","30103"
"58","2018-04-01","White","Inpatient admissions","23.1850774452015","Independent Sector","9086"
"59","2018-04-01","White","Outpatient appointments","7.96919049536851","NHS","18281"
"60","2018-04-01","White","Outpatient appointments","7.96919049536851","Independent Sector","1583"
"61","2018-05-01","Asian or Asian British","Inpatient admissions","18.7645687645688","NHS","1394"
"62","2018-05-01","Asian or Asian British","Inpatient admissions","18.7645687645688","Independent Sector","322"
"63","2018-05-01","Asian or Asian British","Outpatient appointments","5.97176981541802","NHS","1732"
"64","2018-05-01","Asian or Asian British","Outpatient appointments","5.97176981541802","Independent Sector","110"
"65","2018-05-01","Black or Black British","Inpatient admissions","10.1918465227818","NHS","749"
"66","2018-05-01","Black or Black British","Inpatient admissions","10.1918465227818","Independent Sector","85"
"67","2018-05-01","Black or Black British","Outpatient appointments","1.98300283286119","NHS","692"
"68","2018-05-01","Black or Black British","Outpatient appointments","1.98300283286119","Independent Sector","14"
"69","2018-05-01","Mixed","Inpatient admissions","20.9944751381215","NHS","286"
"70","2018-05-01","Mixed","Inpatient admissions","20.9944751381215","Independent Sector","76"
"71","2018-05-01","Mixed","Outpatient appointments","0.458715596330275","NHS","434"
"72","2018-05-01","Mixed","Outpatient appointments","0.458715596330275","Independent Sector","2"
"73","2018-05-01","Other Ethnic Groups","Inpatient admissions","10.3270223752151","NHS","521"
"74","2018-05-01","Other Ethnic Groups","Inpatient admissions","10.3270223752151","Independent Sector","60"
"75","2018-05-01","Other Ethnic Groups","Outpatient appointments","1.70068027210884","NHS","578"
"76","2018-05-01","Other Ethnic Groups","Outpatient appointments","1.70068027210884","Independent Sector","10"
"77","2018-05-01","White","Inpatient admissions","21.9280719280719","NHS","32823"
"78","2018-05-01","White","Inpatient admissions","21.9280719280719","Independent Sector","9219"
"79","2018-05-01","White","Outpatient appointments","7.4953894792307","NHS","21067"
"80","2018-05-01","White","Outpatient appointments","7.4953894792307","Independent Sector","1707"
"81","2018-06-01","Asian or Asian British","Inpatient admissions","18.2269063856169","NHS","1319"
"82","2018-06-01","Asian or Asian British","Inpatient admissions","18.2269063856169","Independent Sector","294"
"83","2018-06-01","Asian or Asian British","Outpatient appointments","5.08474576271187","NHS","1736"
"84","2018-06-01","Asian or Asian British","Outpatient appointments","5.08474576271187","Independent Sector","93"
"85","2018-06-01","Black or Black British","Inpatient admissions","12","NHS","682"
"86","2018-06-01","Black or Black British","Inpatient admissions","12","Independent Sector","93"
"87","2018-06-01","Black or Black British","Outpatient appointments","4.07569141193595","NHS","659"
"88","2018-06-01","Black or Black British","Outpatient appointments","4.07569141193595","Independent Sector","28"
"89","2018-06-01","Mixed","Inpatient admissions","15.2815013404826","NHS","316"
"90","2018-06-01","Mixed","Inpatient admissions","15.2815013404826","Independent Sector","57"
"91","2018-06-01","Mixed","Outpatient appointments","2.63157894736842","NHS","444"
"92","2018-06-01","Mixed","Outpatient appointments","2.63157894736842","Independent Sector","12"
"93","2018-06-01","Other Ethnic Groups","Inpatient admissions","8.94454382826476","NHS","509"
"94","2018-06-01","Other Ethnic Groups","Inpatient admissions","8.94454382826476","Independent Sector","50"
"95","2018-06-01","Other Ethnic Groups","Outpatient appointments","1.98170731707317","NHS","643"
"96","2018-06-01","Other Ethnic Groups","Outpatient appointments","1.98170731707317","Independent Sector","13"
"97","2018-06-01","White","Inpatient admissions","21.9219586092311","NHS","31955"
"98","2018-06-01","White","Inpatient admissions","21.9219586092311","Independent Sector","8972"
"99","2018-06-01","White","Outpatient appointments","7.16150522146201","NHS","20625"
"100","2018-06-01","White","Outpatient appointments","7.16150522146201","Independent Sector","1591"
"101","2018-07-01","Asian or Asian British","Inpatient admissions","17.2282608695652","NHS","1523"
"102","2018-07-01","Asian or Asian British","Inpatient admissions","17.2282608695652","Independent Sector","317"
"103","2018-07-01","Asian or Asian British","Outpatient appointments","5.54117037804247","NHS","1824"
"104","2018-07-01","Asian or Asian British","Outpatient appointments","5.54117037804247","Independent Sector","107"
"105","2018-07-01","Black or Black British","Inpatient admissions","10.8076009501188","NHS","751"
"106","2018-07-01","Black or Black British","Inpatient admissions","10.8076009501188","Independent Sector","91"
"107","2018-07-01","Black or Black British","Outpatient appointments","3.90835579514825","NHS","713"
"108","2018-07-01","Black or Black British","Outpatient appointments","3.90835579514825","Independent Sector","29"
"109","2018-07-01","Mixed","Inpatient admissions","11.0481586402266","NHS","314"
"110","2018-07-01","Mixed","Inpatient admissions","11.0481586402266","Independent Sector","39"
"111","2018-07-01","Mixed","Outpatient appointments","1.43884892086331","NHS","411"
"112","2018-07-01","Mixed","Outpatient appointments","1.43884892086331","Independent Sector","6"
"113","2018-07-01","Other Ethnic Groups","Inpatient admissions","13.4724857685009","NHS","456"
"114","2018-07-01","Other Ethnic Groups","Inpatient admissions","13.4724857685009","Independent Sector","71"
"115","2018-07-01","Other Ethnic Groups","Outpatient appointments","1.88087774294671","NHS","626"
"116","2018-07-01","Other Ethnic Groups","Outpatient appointments","1.88087774294671","Independent Sector","12"
"117","2018-07-01","White","Inpatient admissions","21.5243351485995","NHS","32135"
"118","2018-07-01","White","Inpatient admissions","21.5243351485995","Independent Sector","8814"
"119","2018-07-01","White","Outpatient appointments","7.17953337537159","NHS","20608"
"120","2018-07-01","White","Outpatient appointments","7.17953337537159","Independent Sector","1594"
"121","2018-08-01","Asian or Asian British","Inpatient admissions","17.4744897959184","NHS","1294"
"122","2018-08-01","Asian or Asian British","Inpatient admissions","17.4744897959184","Independent Sector","274"
"123","2018-08-01","Asian or Asian British","Outpatient appointments","5.26887561108093","NHS","1744"
"124","2018-08-01","Asian or Asian British","Outpatient appointments","5.26887561108093","Independent Sector","97"
"125","2018-08-01","Black or Black British","Inpatient admissions","12.1026894865526","NHS","719"
"126","2018-08-01","Black or Black British","Inpatient admissions","12.1026894865526","Independent Sector","99"
"127","2018-08-01","Black or Black British","Outpatient appointments","3.04487179487179","NHS","605"
"128","2018-08-01","Black or Black British","Outpatient appointments","3.04487179487179","Independent Sector","19"
"129","2018-08-01","Mixed","Inpatient admissions","14.4144144144144","NHS","285"
"130","2018-08-01","Mixed","Inpatient admissions","14.4144144144144","Independent Sector","48"
"131","2018-08-01","Mixed","Outpatient appointments","2.66990291262136","NHS","401"
"132","2018-08-01","Mixed","Outpatient appointments","2.66990291262136","Independent Sector","11"
"133","2018-08-01","Other Ethnic Groups","Inpatient admissions","8.94160583941606","NHS","499"
"134","2018-08-01","Other Ethnic Groups","Inpatient admissions","8.94160583941606","Independent Sector","49"
"135","2018-08-01","Other Ethnic Groups","Outpatient appointments","2.68336314847943","NHS","544"
"136","2018-08-01","Other Ethnic Groups","Outpatient appointments","2.68336314847943","Independent Sector","15"
"137","2018-08-01","White","Inpatient admissions","22.1461069175887","NHS","30117"
"138","2018-08-01","White","Inpatient admissions","22.1461069175887","Independent Sector","8567"
"139","2018-08-01","White","Outpatient appointments","7.92449167758529","NHS","18974"
"140","2018-08-01","White","Outpatient appointments","7.92449167758529","Independent Sector","1633"
"141","2018-09-01","Asian or Asian British","Inpatient admissions","19.6372732958099","NHS","1285"
"142","2018-09-01","Asian or Asian British","Inpatient admissions","19.6372732958099","Independent Sector","314"
"143","2018-09-01","Asian or Asian British","Outpatient appointments","6.55836341756919","NHS","1553"
"144","2018-09-01","Asian or Asian British","Outpatient appointments","6.55836341756919","Independent Sector","109"
"145","2018-09-01","Black or Black British","Inpatient admissions","12.2762148337596","NHS","686"
"146","2018-09-01","Black or Black British","Inpatient admissions","12.2762148337596","Independent Sector","96"
"147","2018-09-01","Black or Black British","Outpatient appointments","2.80528052805281","NHS","589"
"148","2018-09-01","Black or Black British","Outpatient appointments","2.80528052805281","Independent Sector","17"
"149","2018-09-01","Mixed","Inpatient admissions","14.1414141414141","NHS","255"
"150","2018-09-01","Mixed","Inpatient admissions","14.1414141414141","Independent Sector","42"
"151","2018-09-01","Mixed","Outpatient appointments","2.89017341040462","NHS","336"
"152","2018-09-01","Mixed","Outpatient appointments","2.89017341040462","Independent Sector","10"
"153","2018-09-01","Other Ethnic Groups","Inpatient admissions","11.4877589453861","NHS","470"
"154","2018-09-01","Other Ethnic Groups","Inpatient admissions","11.4877589453861","Independent Sector","61"
"155","2018-09-01","Other Ethnic Groups","Outpatient appointments","3.66598778004073","NHS","473"
"156","2018-09-01","Other Ethnic Groups","Outpatient appointments","3.66598778004073","Independent Sector","18"
"157","2018-09-01","White","Inpatient admissions","23.5850015242353","NHS","30080"
"158","2018-09-01","White","Inpatient admissions","23.5850015242353","Independent Sector","9284"
"159","2018-09-01","White","Outpatient appointments","8.09508682761542","NHS","17359"
"160","2018-09-01","White","Outpatient appointments","8.09508682761542","Independent Sector","1529"
"161","2018-10-01","Asian or Asian British","Inpatient admissions","15.9282108805384","NHS","1499"
"162","2018-10-01","Asian or Asian British","Inpatient admissions","15.9282108805384","Independent Sector","284"
"163","2018-10-01","Asian or Asian British","Outpatient appointments","5.06681514476615","NHS","1705"
"164","2018-10-01","Asian or Asian British","Outpatient appointments","5.06681514476615","Independent Sector","91"
"165","2018-10-01","Black or Black British","Inpatient admissions","10.3030303030303","NHS","740"
"166","2018-10-01","Black or Black British","Inpatient admissions","10.3030303030303","Independent Sector","85"
"167","2018-10-01","Black or Black British","Outpatient appointments","4.30686406460296","NHS","711"
"168","2018-10-01","Black or Black British","Outpatient appointments","4.30686406460296","Independent Sector","32"
"169","2018-10-01","Mixed","Inpatient admissions","13.8381201044386","NHS","330"
"170","2018-10-01","Mixed","Inpatient admissions","13.8381201044386","Independent Sector","53"
"171","2018-10-01","Mixed","Outpatient appointments","1.94647201946472","NHS","403"
"172","2018-10-01","Mixed","Outpatient appointments","1.94647201946472","Independent Sector","8"
"173","2018-10-01","Other Ethnic Groups","Inpatient admissions","10.5029585798817","NHS","605"
"174","2018-10-01","Other Ethnic Groups","Inpatient admissions","10.5029585798817","Independent Sector","71"
"175","2018-10-01","Other Ethnic Groups","Outpatient appointments","3.62438220757825","NHS","585"
"176","2018-10-01","Other Ethnic Groups","Outpatient appointments","3.62438220757825","Independent Sector","22"
"177","2018-10-01","White","Inpatient admissions","22.4025247325306","NHS","34669"
"178","2018-10-01","White","Inpatient admissions","22.4025247325306","Independent Sector","10009"
"179","2018-10-01","White","Outpatient appointments","7.7094275794534","NHS","20734"
"180","2018-10-01","White","Outpatient appointments","7.7094275794534","Independent Sector","1732"
"181","2018-11-01","Asian or Asian British","Inpatient admissions","17.432273262662","NHS","1402"
"182","2018-11-01","Asian or Asian British","Inpatient admissions","17.432273262662","Independent Sector","296"
"183","2018-11-01","Asian or Asian British","Outpatient appointments","4.6551724137931","NHS","1659"
"184","2018-11-01","Asian or Asian British","Outpatient appointments","4.6551724137931","Independent Sector","81"
"185","2018-11-01","Black or Black British","Inpatient admissions","10.7221006564551","NHS","816"
"186","2018-11-01","Black or Black British","Inpatient admissions","10.7221006564551","Independent Sector","98"
"187","2018-11-01","Black or Black British","Outpatient appointments","3.28849028400598","NHS","647"
"188","2018-11-01","Black or Black British","Outpatient appointments","3.28849028400598","Independent Sector","22"
"189","2018-11-01","Mixed","Inpatient admissions","15.0684931506849","NHS","310"
"190","2018-11-01","Mixed","Inpatient admissions","15.0684931506849","Independent Sector","55"
"191","2018-11-01","Mixed","Outpatient appointments","2.72479564032698","NHS","357"
"192","2018-11-01","Mixed","Outpatient appointments","2.72479564032698","Independent Sector","10"
"193","2018-11-01","Other Ethnic Groups","Inpatient admissions","9.47030497592295","NHS","564"
"194","2018-11-01","Other Ethnic Groups","Inpatient admissions","9.47030497592295","Independent Sector","59"
"195","2018-11-01","Other Ethnic Groups","Outpatient appointments","2.12765957446809","NHS","552"
"196","2018-11-01","Other Ethnic Groups","Outpatient appointments","2.12765957446809","Independent Sector","12"
"197","2018-11-01","White","Inpatient admissions","22.3197338156808","NHS","34786"
"198","2018-11-01","White","Inpatient admissions","22.3197338156808","Independent Sector","9995"
"199","2018-11-01","White","Outpatient appointments","7.83480709381021","NHS","18657"
"200","2018-11-01","White","Outpatient appointments","7.83480709381021","Independent Sector","1586"
"201","2018-12-01","Asian or Asian British","Inpatient admissions","16.3636363636364","NHS","1242"
"202","2018-12-01","Asian or Asian British","Inpatient admissions","16.3636363636364","Independent Sector","243"
"203","2018-12-01","Asian or Asian British","Outpatient appointments","4.82954545454545","NHS","1340"
"204","2018-12-01","Asian or Asian British","Outpatient appointments","4.82954545454545","Independent Sector","68"
"205","2018-12-01","Black or Black British","Inpatient admissions","11.7177097203728","NHS","663"
"206","2018-12-01","Black or Black British","Inpatient admissions","11.7177097203728","Independent Sector","88"
"207","2018-12-01","Black or Black British","Outpatient appointments","2.99065420560748","NHS","519"
"208","2018-12-01","Black or Black British","Outpatient appointments","2.99065420560748","Independent Sector","16"
"209","2018-12-01","Mixed","Inpatient admissions","14.3769968051118","NHS","268"
"210","2018-12-01","Mixed","Inpatient admissions","14.3769968051118","Independent Sector","45"
"211","2018-12-01","Mixed","Outpatient appointments","2.42214532871972","NHS","282"
"212","2018-12-01","Mixed","Outpatient appointments","2.42214532871972","Independent Sector","7"
"213","2018-12-01","Other Ethnic Groups","Inpatient admissions","9.71074380165289","NHS","437"
"214","2018-12-01","Other Ethnic Groups","Inpatient admissions","9.71074380165289","Independent Sector","47"
"215","2018-12-01","Other Ethnic Groups","Outpatient appointments","2.55863539445629","NHS","457"
"216","2018-12-01","Other Ethnic Groups","Outpatient appointments","2.55863539445629","Independent Sector","12"
"217","2018-12-01","White","Inpatient admissions","21.5234770859137","NHS","27878"
"218","2018-12-01","White","Inpatient admissions","21.5234770859137","Independent Sector","7646"
"219","2018-12-01","White","Outpatient appointments","7.22719141323793","NHS","15558"
"220","2018-12-01","White","Outpatient appointments","7.22719141323793","Independent Sector","1212"
"221","2019-01-01","Asian or Asian British","Inpatient admissions","15.8536585365854","NHS","1311"
"222","2019-01-01","Asian or Asian British","Inpatient admissions","15.8536585365854","Independent Sector","247"
"223","2019-01-01","Asian or Asian British","Outpatient appointments","5.54892601431981","NHS","1583"
"224","2019-01-01","Asian or Asian British","Outpatient appointments","5.54892601431981","Independent Sector","93"
"225","2019-01-01","Black or Black British","Inpatient admissions","13.0039011703511","NHS","669"
"226","2019-01-01","Black or Black British","Inpatient admissions","13.0039011703511","Independent Sector","100"
"227","2019-01-01","Black or Black British","Outpatient appointments","5.15097690941385","NHS","534"
"228","2019-01-01","Black or Black British","Outpatient appointments","5.15097690941385","Independent Sector","29"
"229","2019-01-01","Mixed","Inpatient admissions","15.6976744186047","NHS","290"
"230","2019-01-01","Mixed","Inpatient admissions","15.6976744186047","Independent Sector","54"
"231","2019-01-01","Mixed","Outpatient appointments","1.67130919220056","NHS","353"
"232","2019-01-01","Mixed","Outpatient appointments","1.67130919220056","Independent Sector","6"
"233","2019-01-01","Other Ethnic Groups","Inpatient admissions","12.3411978221416","NHS","483"
"234","2019-01-01","Other Ethnic Groups","Inpatient admissions","12.3411978221416","Independent Sector","68"
"235","2019-01-01","Other Ethnic Groups","Outpatient appointments","2.38970588235294","NHS","531"
"236","2019-01-01","Other Ethnic Groups","Outpatient appointments","2.38970588235294","Independent Sector","13"
"237","2019-01-01","White","Inpatient admissions","23.2349802714842","NHS","30934"
"238","2019-01-01","White","Inpatient admissions","23.2349802714842","Independent Sector","9363"
"239","2019-01-01","White","Outpatient appointments","7.58319694489907","NHS","18634"
"240","2019-01-01","White","Outpatient appointments","7.58319694489907","Independent Sector","1529"
"241","2019-02-01","Asian or Asian British","Inpatient admissions","19.2255434782609","NHS","1189"
"242","2019-02-01","Asian or Asian British","Inpatient admissions","19.2255434782609","Independent Sector","283"
"243","2019-02-01","Asian or Asian British","Outpatient appointments","4.81077613855035","NHS","1484"
"244","2019-02-01","Asian or Asian British","Outpatient appointments","4.81077613855035","Independent Sector","75"
"245","2019-02-01","Black or Black British","Inpatient admissions","11.4987080103359","NHS","685"
"246","2019-02-01","Black or Black British","Inpatient admissions","11.4987080103359","Independent Sector","89"
"247","2019-02-01","Black or Black British","Outpatient appointments","1.50375939849624","NHS","524"
"248","2019-02-01","Black or Black British","Outpatient appointments","1.50375939849624","Independent Sector","8"
"249","2019-02-01","Mixed","Inpatient admissions","13.4375","NHS","277"
"250","2019-02-01","Mixed","Inpatient admissions","13.4375","Independent Sector","43"
"251","2019-02-01","Mixed","Outpatient appointments","2.63157894736842","NHS","296"
"252","2019-02-01","Mixed","Outpatient appointments","2.63157894736842","Independent Sector","8"
"253","2019-02-01","Other Ethnic Groups","Inpatient admissions","10.0732600732601","NHS","491"
"254","2019-02-01","Other Ethnic Groups","Inpatient admissions","10.0732600732601","Independent Sector","55"
"255","2019-02-01","Other Ethnic Groups","Outpatient appointments","3.11203319502075","NHS","467"
"256","2019-02-01","Other Ethnic Groups","Outpatient appointments","3.11203319502075","Independent Sector","15"
"257","2019-02-01","White","Inpatient admissions","23.8103943588404","NHS","29173"
"258","2019-02-01","White","Inpatient admissions","23.8103943588404","Independent Sector","9117"
"259","2019-02-01","White","Outpatient appointments","8.10856089797286","NHS","16455"
"260","2019-02-01","White","Outpatient appointments","8.10856089797286","Independent Sector","1452"
"261","2019-03-01","Asian or Asian British","Inpatient admissions","17.5675675675676","NHS","1281"
"262","2019-03-01","Asian or Asian British","Inpatient admissions","17.5675675675676","Independent Sector","273"
"263","2019-03-01","Asian or Asian British","Outpatient appointments","5.42586750788644","NHS","1499"
"264","2019-03-01","Asian or Asian British","Outpatient appointments","5.42586750788644","Independent Sector","86"
"265","2019-03-01","Black or Black British","Inpatient admissions","10.3355704697987","NHS","668"
"266","2019-03-01","Black or Black British","Inpatient admissions","10.3355704697987","Independent Sector","77"
"267","2019-03-01","Black or Black British","Outpatient appointments","4.72854640980736","NHS","544"
"268","2019-03-01","Black or Black British","Outpatient appointments","4.72854640980736","Independent Sector","27"
"269","2019-03-01","Mixed","Inpatient admissions","13.2231404958678","NHS","315"
"270","2019-03-01","Mixed","Inpatient admissions","13.2231404958678","Independent Sector","48"
"271","2019-03-01","Mixed","Outpatient appointments","1.66204986149584","NHS","355"
"272","2019-03-01","Mixed","Outpatient appointments","1.66204986149584","Independent Sector","6"
"273","2019-03-01","Other Ethnic Groups","Inpatient admissions","13.3870967741935","NHS","537"
"274","2019-03-01","Other Ethnic Groups","Inpatient admissions","13.3870967741935","Independent Sector","83"
"275","2019-03-01","Other Ethnic Groups","Outpatient appointments","3.07971014492754","NHS","535"
"276","2019-03-01","Other Ethnic Groups","Outpatient appointments","3.07971014492754","Independent Sector","17"
"277","2019-03-01","White","Inpatient admissions","23.1849502873084","NHS","32217"
"278","2019-03-01","White","Inpatient admissions","23.1849502873084","Independent Sector","9724"
"279","2019-03-01","White","Outpatient appointments","7.54274395329441","NHS","17737"
"280","2019-03-01","White","Outpatient appointments","7.54274395329441","Independent Sector","1447"
"281","2019-04-01","Asian or Asian British","Inpatient admissions","16.7680865449628","NHS","1231"
"282","2019-04-01","Asian or Asian British","Inpatient admissions","16.7680865449628","Independent Sector","248"
"283","2019-04-01","Asian or Asian British","Outpatient appointments","3.69047619047619","NHS","1618"
"284","2019-04-01","Asian or Asian British","Outpatient appointments","3.69047619047619","Independent Sector","62"
"285","2019-04-01","Black or Black British","Inpatient admissions","10.5898123324397","NHS","667"
"286","2019-04-01","Black or Black British","Inpatient admissions","10.5898123324397","Independent Sector","79"
"287","2019-04-01","Black or Black British","Outpatient appointments","2.51346499102334","NHS","543"
"288","2019-04-01","Black or Black British","Outpatient appointments","2.51346499102334","Independent Sector","14"
"289","2019-04-01","Mixed","Inpatient admissions","20.0647249190939","NHS","247"
"290","2019-04-01","Mixed","Inpatient admissions","20.0647249190939","Independent Sector","62"
"291","2019-04-01","Mixed","Outpatient appointments","1.62037037037037","NHS","425"
"292","2019-04-01","Mixed","Outpatient appointments","1.62037037037037","Independent Sector","7"
"293","2019-04-01","Other Ethnic Groups","Inpatient admissions","8.36501901140684","NHS","482"
"294","2019-04-01","Other Ethnic Groups","Inpatient admissions","8.36501901140684","Independent Sector","44"
"295","2019-04-01","Other Ethnic Groups","Outpatient appointments","1.13207547169811","NHS","524"
"296","2019-04-01","Other Ethnic Groups","Outpatient appointments","1.13207547169811","Independent Sector","6"
"297","2019-04-01","White","Inpatient admissions","21.2135048749698","NHS","29333"
"298","2019-04-01","White","Inpatient admissions","21.2135048749698","Independent Sector","7898"
"299","2019-04-01","White","Outpatient appointments","6.93795207400482","NHS","18913"
"300","2019-04-01","White","Outpatient appointments","6.93795207400482","Independent Sector","1410"
"301","2019-05-01","Asian or Asian British","Inpatient admissions","17.8125","NHS","1315"
"302","2019-05-01","Asian or Asian British","Inpatient admissions","17.8125","Independent Sector","285"
"303","2019-05-01","Asian or Asian British","Outpatient appointments","3.35946248600224","NHS","1726"
"304","2019-05-01","Asian or Asian British","Outpatient appointments","3.35946248600224","Independent Sector","60"
"305","2019-05-01","Black or Black British","Inpatient admissions","11.576354679803","NHS","718"
"306","2019-05-01","Black or Black British","Inpatient admissions","11.576354679803","Independent Sector","94"
"307","2019-05-01","Black or Black British","Outpatient appointments","2.60586319218241","NHS","598"
"308","2019-05-01","Black or Black British","Outpatient appointments","2.60586319218241","Independent Sector","16"
"309","2019-05-01","Mixed","Inpatient admissions","15.6593406593407","NHS","307"
"310","2019-05-01","Mixed","Inpatient admissions","15.6593406593407","Independent Sector","57"
"311","2019-05-01","Mixed","Outpatient appointments","2.68456375838926","NHS","435"
"312","2019-05-01","Mixed","Outpatient appointments","2.68456375838926","Independent Sector","12"
"313","2019-05-01","Other Ethnic Groups","Inpatient admissions","9.33098591549296","NHS","515"
"314","2019-05-01","Other Ethnic Groups","Inpatient admissions","9.33098591549296","Independent Sector","53"
"315","2019-05-01","Other Ethnic Groups","Outpatient appointments","1.97693574958814","NHS","595"
"316","2019-05-01","Other Ethnic Groups","Outpatient appointments","1.97693574958814","Independent Sector","12"
"317","2019-05-01","White","Inpatient admissions","21.8197347266881","NHS","31122"
"318","2019-05-01","White","Inpatient admissions","21.8197347266881","Independent Sector","8686"
"319","2019-05-01","White","Outpatient appointments","6.77873195687923","NHS","20408"
"320","2019-05-01","White","Outpatient appointments","6.77873195687923","Independent Sector","1484"
"321","2019-06-01","Asian or Asian British","Inpatient admissions","17.8795483061481","NHS","1309"
"322","2019-06-01","Asian or Asian British","Inpatient admissions","17.8795483061481","Independent Sector","285"
"323","2019-06-01","Asian or Asian British","Outpatient appointments","4.69879518072289","NHS","1582"
"324","2019-06-01","Asian or Asian British","Outpatient appointments","4.69879518072289","Independent Sector","78"
"325","2019-06-01","Black or Black British","Inpatient admissions","11.960542540074","NHS","714"
"326","2019-06-01","Black or Black British","Inpatient admissions","11.960542540074","Independent Sector","97"
"327","2019-06-01","Black or Black British","Outpatient appointments","2.33722871452421","NHS","585"
"328","2019-06-01","Black or Black British","Outpatient appointments","2.33722871452421","Independent Sector","14"
