"","der_activity_month","var_1","name","prop","england_IS","england_NHS","england_IS_prop","sector","value"
"28","2018-02-01","South West","Outpatient appointments","20.7142857142857","2235","20270","9.93112641635192","Independent Sector","203"
"29","2018-03-01","East of England","Inpatient admissions","23.6049107142857","13860","35829","27.8934975547908","NHS","4107"
"30","2018-03-01","East of England","Inpatient admissions","23.6049107142857","13860","35829","27.8934975547908","Independent Sector","1269"
"31","2018-03-01","East of England","Outpatient appointments","4.0479274611399","2250","21413","9.50851540379495","NHS","2963"
"32","2018-03-01","East of England","Outpatient appointments","4.0479274611399","2250","21413","9.50851540379495","Independent Sector","125"
"33","2018-03-01","London","Inpatient admissions","22.0036877688998","13860","35829","27.8934975547908","NHS","3807"
"34","2018-03-01","London","Inpatient admissions","22.0036877688998","13860","35829","27.8934975547908","Independent Sector","1074"
"35","2018-03-01","London","Outpatient appointments","6.91417810061878","2250","21413","9.50851540379495","NHS","3460"
"36","2018-03-01","London","Outpatient appointments","6.91417810061878","2250","21413","9.50851540379495","Independent Sector","257"
"37","2018-03-01","Midlands","Inpatient admissions","28.8200788537359","13860","35829","27.8934975547908","NHS","7402"
"38","2018-03-01","Midlands","Inpatient admissions","28.8200788537359","13860","35829","27.8934975547908","Independent Sector","2997"
"39","2018-03-01","Midlands","Outpatient appointments","9.67184801381693","2250","21413","9.50851540379495","NHS","5753"
"40","2018-03-01","Midlands","Outpatient appointments","9.67184801381693","2250","21413","9.50851540379495","Independent Sector","616"
"41","2018-03-01","North East and Yorkshire","Inpatient admissions","25.5968778696051","13860","35829","27.8934975547908","NHS","6482"
"42","2018-03-01","North East and Yorkshire","Inpatient admissions","25.5968778696051","13860","35829","27.8934975547908","Independent Sector","2230"
"43","2018-03-01","North East and Yorkshire","Outpatient appointments","8.71974336541266","2250","21413","9.50851540379495","NHS","3130"
"44","2018-03-01","North East and Yorkshire","Outpatient appointments","8.71974336541266","2250","21413","9.50851540379495","Independent Sector","299"
"45","2018-03-01","North West","Inpatient admissions","25.7127978127848","13860","35829","27.8934975547908","NHS","5706"
"46","2018-03-01","North West","Inpatient admissions","25.7127978127848","13860","35829","27.8934975547908","Independent Sector","1975"
"47","2018-03-01","North West","Outpatient appointments","7.49446902654867","2250","21413","9.50851540379495","NHS","3345"
"48","2018-03-01","North West","Outpatient appointments","7.49446902654867","2250","21413","9.50851540379495","Independent Sector","271"
"49","2018-03-01","South East","Inpatient admissions","34.2660072878709","13860","35829","27.8934975547908","NHS","5051"
"50","2018-03-01","South East","Inpatient admissions","34.2660072878709","13860","35829","27.8934975547908","Independent Sector","2633"
"51","2018-03-01","South East","Outpatient appointments","20.3595317725753","2250","21413","9.50851540379495","NHS","1905"
"52","2018-03-01","South East","Outpatient appointments","20.3595317725753","2250","21413","9.50851540379495","Independent Sector","487"
"53","2018-03-01","South West","Inpatient admissions","33.9386602098467","13860","35829","27.8934975547908","NHS","3274"
"54","2018-03-01","South West","Inpatient admissions","33.9386602098467","13860","35829","27.8934975547908","Independent Sector","1682"
"55","2018-03-01","South West","Outpatient appointments","18.5361216730038","2250","21413","9.50851540379495","NHS","857"
"56","2018-03-01","South West","Outpatient appointments","18.5361216730038","2250","21413","9.50851540379495","Independent Sector","195"
"57","2018-04-01","East of England","Inpatient admissions","21.0609974170475","12493","35645","25.9524699821347","NHS","3973"
"58","2018-04-01","East of England","Inpatient admissions","21.0609974170475","12493","35645","25.9524699821347","Independent Sector","1060"
"59","2018-04-01","East of England","Outpatient appointments","3.6468330134357","2361","23383","9.17106898694841","NHS","3012"
"60","2018-04-01","East of England","Outpatient appointments","3.6468330134357","2361","23383","9.17106898694841","Independent Sector","114"
"61","2018-04-01","London","Inpatient admissions","18.7089947089947","12493","35645","25.9524699821347","NHS","3841"
"62","2018-04-01","London","Inpatient admissions","18.7089947089947","12493","35645","25.9524699821347","Independent Sector","884"
"63","2018-04-01","London","Outpatient appointments","5.39139450492483","2361","23383","9.17106898694841","NHS","3650"
"64","2018-04-01","London","Outpatient appointments","5.39139450492483","2361","23383","9.17106898694841","Independent Sector","208"
"65","2018-04-01","Midlands","Inpatient admissions","28.0956191238248","12493","35645","25.9524699821347","NHS","7189"
"66","2018-04-01","Midlands","Inpatient admissions","28.0956191238248","12493","35645","25.9524699821347","Independent Sector","2809"
"67","2018-04-01","Midlands","Outpatient appointments","9.50059101654846","2361","23383","9.17106898694841","NHS","6125"
"68","2018-04-01","Midlands","Outpatient appointments","9.50059101654846","2361","23383","9.17106898694841","Independent Sector","643"
"69","2018-04-01","North East and Yorkshire","Inpatient admissions","22.4024447578749","12493","35645","25.9524699821347","NHS","6602"
"70","2018-04-01","North East and Yorkshire","Inpatient admissions","22.4024447578749","12493","35645","25.9524699821347","Independent Sector","1906"
"71","2018-04-01","North East and Yorkshire","Outpatient appointments","10.9100729138536","2361","23383","9.17106898694841","NHS","3299"
"72","2018-04-01","North East and Yorkshire","Outpatient appointments","10.9100729138536","2361","23383","9.17106898694841","Independent Sector","404"
"73","2018-04-01","North West","Inpatient admissions","24.2620299231702","12493","35645","25.9524699821347","NHS","5619"
"74","2018-04-01","North West","Inpatient admissions","24.2620299231702","12493","35645","25.9524699821347","Independent Sector","1800"
"75","2018-04-01","North West","Outpatient appointments","8.25635103926097","2361","23383","9.17106898694841","NHS","3178"
"76","2018-04-01","North West","Outpatient appointments","8.25635103926097","2361","23383","9.17106898694841","Independent Sector","286"
"77","2018-04-01","South East","Inpatient admissions","32.7682083276821","12493","35645","25.9524699821347","NHS","4957"
"78","2018-04-01","South East","Inpatient admissions","32.7682083276821","12493","35645","25.9524699821347","Independent Sector","2416"
"79","2018-04-01","South East","Outpatient appointments","14.017907106883","2361","23383","9.17106898694841","NHS","3073"
"80","2018-04-01","South East","Outpatient appointments","14.017907106883","2361","23383","9.17106898694841","Independent Sector","501"
"81","2018-04-01","South West","Inpatient admissions","31.8378591105864","12493","35645","25.9524699821347","NHS","3464"
"82","2018-04-01","South West","Inpatient admissions","31.8378591105864","12493","35645","25.9524699821347","Independent Sector","1618"
"83","2018-04-01","South West","Outpatient appointments","16.3868904876099","2361","23383","9.17106898694841","NHS","1046"
"84","2018-04-01","South West","Outpatient appointments","16.3868904876099","2361","23383","9.17106898694841","Independent Sector","205"
"85","2018-05-01","East of England","Inpatient admissions","19.9313955587651","12765","38913","24.701033321723","NHS","4435"
"86","2018-05-01","East of England","Inpatient admissions","19.9313955587651","12765","38913","24.701033321723","Independent Sector","1104"
"87","2018-05-01","East of England","Outpatient appointments","5.37985001630258","2546","27154","8.57239057239057","NHS","2902"
"88","2018-05-01","East of England","Outpatient appointments","5.37985001630258","2546","27154","8.57239057239057","Independent Sector","165"
"89","2018-05-01","London","Inpatient admissions","18.3346518987342","12765","38913","24.701033321723","NHS","4129"
"90","2018-05-01","London","Inpatient admissions","18.3346518987342","12765","38913","24.701033321723","Independent Sector","927"
"91","2018-05-01","London","Outpatient appointments","5.4521852012116","2546","27154","8.57239057239057","NHS","4370"
"92","2018-05-01","London","Outpatient appointments","5.4521852012116","2546","27154","8.57239057239057","Independent Sector","252"
"93","2018-05-01","Midlands","Inpatient admissions","25.6257237017903","12765","38913","24.701033321723","NHS","8350"
"94","2018-05-01","Midlands","Inpatient admissions","25.6257237017903","12765","38913","24.701033321723","Independent Sector","2877"
"95","2018-05-01","Midlands","Outpatient appointments","8.1630078223568","2546","27154","8.57239057239057","NHS","7279"
"96","2018-05-01","Midlands","Outpatient appointments","8.1630078223568","2546","27154","8.57239057239057","Independent Sector","647"
"97","2018-05-01","North East and Yorkshire","Inpatient admissions","21.150766415008","12765","38913","24.701033321723","NHS","6893"
"98","2018-05-01","North East and Yorkshire","Inpatient admissions","21.150766415008","12765","38913","24.701033321723","Independent Sector","1849"
"99","2018-05-01","North East and Yorkshire","Outpatient appointments","9.63110227523747","2546","27154","8.57239057239057","NHS","4091"
"100","2018-05-01","North East and Yorkshire","Outpatient appointments","9.63110227523747","2546","27154","8.57239057239057","Independent Sector","436"
"101","2018-05-01","North West","Inpatient admissions","24.417701863354","12765","38913","24.701033321723","NHS","5841"
"102","2018-05-01","North West","Inpatient admissions","24.417701863354","12765","38913","24.701033321723","Independent Sector","1887"
"103","2018-05-01","North West","Outpatient appointments","7.05559710795313","2546","27154","8.57239057239057","NHS","3728"
"104","2018-05-01","North West","Outpatient appointments","7.05559710795313","2546","27154","8.57239057239057","Independent Sector","283"
"105","2018-05-01","South East","Inpatient admissions","30.3920332787092","12765","38913","24.701033321723","NHS","5522"
"106","2018-05-01","South East","Inpatient admissions","30.3920332787092","12765","38913","24.701033321723","Independent Sector","2411"
"107","2018-05-01","South East","Outpatient appointments","13.0943300279685","2546","27154","8.57239057239057","NHS","3418"
"108","2018-05-01","South East","Outpatient appointments","13.0943300279685","2546","27154","8.57239057239057","Independent Sector","515"
"109","2018-05-01","South West","Inpatient admissions","31.3588850174216","12765","38913","24.701033321723","NHS","3743"
"110","2018-05-01","South West","Inpatient admissions","31.3588850174216","12765","38913","24.701033321723","Independent Sector","1710"
"111","2018-05-01","South West","Outpatient appointments","15.365551425031","2546","27154","8.57239057239057","NHS","1366"
"112","2018-05-01","South West","Outpatient appointments","15.365551425031","2546","27154","8.57239057239057","Independent Sector","248"
"113","2018-06-01","East of England","Inpatient admissions","19.8423127463863","12468","37910","24.7488983286355","NHS","4270"
"114","2018-06-01","East of England","Inpatient admissions","19.8423127463863","12468","37910","24.7488983286355","Independent Sector","1057"
"115","2018-06-01","East of England","Outpatient appointments","4.17222963951936","2407","26603","8.29713891761462","NHS","2871"
"116","2018-06-01","East of England","Outpatient appointments","4.17222963951936","2407","26603","8.29713891761462","Independent Sector","125"
"117","2018-06-01","London","Inpatient admissions","18.5619066855181","12468","37910","24.7488983286355","NHS","4032"
"118","2018-06-01","London","Inpatient admissions","18.5619066855181","12468","37910","24.7488983286355","Independent Sector","919"
"119","2018-06-01","London","Outpatient appointments","5.17313308302044","2407","26603","8.29713891761462","NHS","4546"
"120","2018-06-01","London","Outpatient appointments","5.17313308302044","2407","26603","8.29713891761462","Independent Sector","248"
"121","2018-06-01","Midlands","Inpatient admissions","25.8389877131854","12468","37910","24.7488983286355","NHS","8088"
"122","2018-06-01","Midlands","Inpatient admissions","25.8389877131854","12468","37910","24.7488983286355","Independent Sector","2818"
"123","2018-06-01","Midlands","Outpatient appointments","8.8548783820716","2407","26603","8.29713891761462","NHS","6670"
"124","2018-06-01","Midlands","Outpatient appointments","8.8548783820716","2407","26603","8.29713891761462","Independent Sector","648"
"125","2018-06-01","North East and Yorkshire","Inpatient admissions","22.3073297195381","12468","37910","24.7488983286355","NHS","6593"
"126","2018-06-01","North East and Yorkshire","Inpatient admissions","22.3073297195381","12468","37910","24.7488983286355","Independent Sector","1893"
"127","2018-06-01","North East and Yorkshire","Outpatient appointments","7.89989118607182","2407","26603","8.29713891761462","NHS","4232"
"128","2018-06-01","North East and Yorkshire","Outpatient appointments","7.89989118607182","2407","26603","8.29713891761462","Independent Sector","363"
"129","2018-06-01","North West","Inpatient admissions","24.0587449933244","12468","37910","24.7488983286355","NHS","5688"
"130","2018-06-01","North West","Inpatient admissions","24.0587449933244","12468","37910","24.7488983286355","Independent Sector","1802"
"131","2018-06-01","North West","Outpatient appointments","6.64326898972173","2407","26603","8.29713891761462","NHS","3724"
"132","2018-06-01","North West","Outpatient appointments","6.64326898972173","2407","26603","8.29713891761462","Independent Sector","265"
"133","2018-06-01","South East","Inpatient admissions","31.3763357795803","12468","37910","24.7488983286355","NHS","5330"
"134","2018-06-01","South East","Inpatient admissions","31.3763357795803","12468","37910","24.7488983286355","Independent Sector","2437"
"135","2018-06-01","South East","Outpatient appointments","14.2746714764236","2407","26603","8.29713891761462","NHS","3327"
"136","2018-06-01","South East","Outpatient appointments","14.2746714764236","2407","26603","8.29713891761462","Independent Sector","554"
"137","2018-06-01","South West","Inpatient admissions","28.2883874518437","12468","37910","24.7488983286355","NHS","3909"
"138","2018-06-01","South West","Inpatient admissions","28.2883874518437","12468","37910","24.7488983286355","Independent Sector","1542"
"139","2018-06-01","South West","Outpatient appointments","14.19624217119","2407","26603","8.29713891761462","NHS","1233"
"140","2018-06-01","South West","Outpatient appointments","14.19624217119","2407","26603","8.29713891761462","Independent Sector","204"
"141","2018-07-01","East of England","Inpatient admissions","18.8159111933395","12384","38258","24.4540105051143","NHS","4388"
"142","2018-07-01","East of England","Inpatient admissions","18.8159111933395","12384","38258","24.4540105051143","Independent Sector","1017"
"143","2018-07-01","East of England","Outpatient appointments","3.96583282489323","2462","26847","8.40015012453513","NHS","3148"
"144","2018-07-01","East of England","Outpatient appointments","3.96583282489323","2462","26847","8.40015012453513","Independent Sector","130"
"145","2018-07-01","London","Inpatient admissions","19.4466403162055","12384","38258","24.4540105051143","NHS","4076"
"146","2018-07-01","London","Inpatient admissions","19.4466403162055","12384","38258","24.4540105051143","Independent Sector","984"
"147","2018-07-01","London","Outpatient appointments","6.4018592858652","2462","26847","8.40015012453513","NHS","4430"
"148","2018-07-01","London","Outpatient appointments","6.4018592858652","2462","26847","8.40015012453513","Independent Sector","303"
"149","2018-07-01","Midlands","Inpatient admissions","25.9663564781675","12384","38258","24.4540105051143","NHS","8274"
"150","2018-07-01","Midlands","Inpatient admissions","25.9663564781675","12384","38258","24.4540105051143","Independent Sector","2902"
"151","2018-07-01","Midlands","Outpatient appointments","7.52056404230317","2462","26847","8.40015012453513","NHS","7083"
"152","2018-07-01","Midlands","Outpatient appointments","7.52056404230317","2462","26847","8.40015012453513","Independent Sector","576"
"153","2018-07-01","North East and Yorkshire","Inpatient admissions","21.3965028355388","12384","38258","24.4540105051143","NHS","6653"
"154","2018-07-01","North East and Yorkshire","Inpatient admissions","21.3965028355388","12384","38258","24.4540105051143","Independent Sector","1811"
"155","2018-07-01","North East and Yorkshire","Outpatient appointments","9.47705442902882","2462","26847","8.40015012453513","NHS","4241"
"156","2018-07-01","North East and Yorkshire","Outpatient appointments","9.47705442902882","2462","26847","8.40015012453513","Independent Sector","444"
"157","2018-07-01","North West","Inpatient admissions","24.5588622596787","12384","38258","24.4540105051143","NHS","5729"
"158","2018-07-01","North West","Inpatient admissions","24.5588622596787","12384","38258","24.4540105051143","Independent Sector","1865"
"159","2018-07-01","North West","Outpatient appointments","7.11297071129707","2462","26847","8.40015012453513","NHS","3330"
"160","2018-07-01","North West","Outpatient appointments","7.11297071129707","2462","26847","8.40015012453513","Independent Sector","255"
"161","2018-07-01","South East","Inpatient admissions","29.5919714776179","12384","38258","24.4540105051143","NHS","5332"
"162","2018-07-01","South East","Inpatient admissions","29.5919714776179","12384","38258","24.4540105051143","Independent Sector","2241"
"163","2018-07-01","South East","Outpatient appointments","14.0395988686038","2462","26847","8.40015012453513","NHS","3343"
"164","2018-07-01","South East","Outpatient appointments","14.0395988686038","2462","26847","8.40015012453513","Independent Sector","546"
"165","2018-07-01","South West","Inpatient admissions","29.1247672253259","12384","38258","24.4540105051143","NHS","3806"
"166","2018-07-01","South West","Inpatient admissions","29.1247672253259","12384","38258","24.4540105051143","Independent Sector","1564"
"167","2018-07-01","South West","Outpatient appointments","14.0540540540541","2462","26847","8.40015012453513","NHS","1272"
"168","2018-07-01","South West","Outpatient appointments","14.0540540540541","2462","26847","8.40015012453513","Independent Sector","208"
"169","2018-08-01","East of England","Inpatient admissions","18.4371909000989","11817","35770","24.8324122134196","NHS","4123"
"170","2018-08-01","East of England","Inpatient admissions","18.4371909000989","11817","35770","24.8324122134196","Independent Sector","932"
"171","2018-08-01","East of England","Outpatient appointments","3.97350993377483","2484","24741","9.12396694214876","NHS","2755"
"172","2018-08-01","East of England","Outpatient appointments","3.97350993377483","2484","24741","9.12396694214876","Independent Sector","114"
"173","2018-08-01","London","Inpatient admissions","18.7540983606557","11817","35770","24.8324122134196","NHS","3717"
"174","2018-08-01","London","Inpatient admissions","18.7540983606557","11817","35770","24.8324122134196","Independent Sector","858"
"175","2018-08-01","London","Outpatient appointments","7.41650294695481","2484","24741","9.12396694214876","NHS","3770"
"176","2018-08-01","London","Outpatient appointments","7.41650294695481","2484","24741","9.12396694214876","Independent Sector","302"
"177","2018-08-01","Midlands","Inpatient admissions","26.734829120515","11817","35770","24.8324122134196","NHS","7739"
"178","2018-08-01","Midlands","Inpatient admissions","26.734829120515","11817","35770","24.8324122134196","Independent Sector","2824"
"179","2018-08-01","Midlands","Outpatient appointments","8.6265756302521","2484","24741","9.12396694214876","NHS","6959"
"180","2018-08-01","Midlands","Outpatient appointments","8.6265756302521","2484","24741","9.12396694214876","Independent Sector","657"
"181","2018-08-01","North East and Yorkshire","Inpatient admissions","21.9658853847098","11817","35770","24.8324122134196","NHS","6359"
"182","2018-08-01","North East and Yorkshire","Inpatient admissions","21.9658853847098","11817","35770","24.8324122134196","Independent Sector","1790"
"183","2018-08-01","North East and Yorkshire","Outpatient appointments","9.71981155467394","2484","24741","9.12396694214876","NHS","3641"
"184","2018-08-01","North East and Yorkshire","Outpatient appointments","9.71981155467394","2484","24741","9.12396694214876","Independent Sector","392"
"185","2018-08-01","North West","Inpatient admissions","24.0994490747281","11817","35770","24.8324122134196","NHS","5373"
"186","2018-08-01","North West","Inpatient admissions","24.0994490747281","11817","35770","24.8324122134196","Independent Sector","1706"
"187","2018-08-01","North West","Outpatient appointments","7.76184538653367","2484","24741","9.12396694214876","NHS","2959"
"188","2018-08-01","North West","Outpatient appointments","7.76184538653367","2484","24741","9.12396694214876","Independent Sector","249"
"189","2018-08-01","South East","Inpatient admissions","29.5155380648663","11817","35770","24.8324122134196","NHS","5194"
"190","2018-08-01","South East","Inpatient admissions","29.5155380648663","11817","35770","24.8324122134196","Independent Sector","2175"
"191","2018-08-01","South East","Outpatient appointments","13.8410084898379","2484","24741","9.12396694214876","NHS","3349"
"192","2018-08-01","South East","Outpatient appointments","13.8410084898379","2484","24741","9.12396694214876","Independent Sector","538"
"193","2018-08-01","South West","Inpatient admissions","31.9366270585783","11817","35770","24.8324122134196","NHS","3265"
"194","2018-08-01","South West","Inpatient admissions","31.9366270585783","11817","35770","24.8324122134196","Independent Sector","1532"
"195","2018-08-01","South West","Outpatient appointments","15.0649350649351","2484","24741","9.12396694214876","NHS","1308"
"196","2018-08-01","South West","Outpatient appointments","15.0649350649351","2484","24741","9.12396694214876","Independent Sector","232"
"197","2018-09-01","East of England","Inpatient admissions","20.9374394731745","12850","35622","26.5101501898003","NHS","4082"
"198","2018-09-01","East of England","Inpatient admissions","20.9374394731745","12850","35622","26.5101501898003","Independent Sector","1081"
"199","2018-09-01","East of England","Outpatient appointments","3.7037037037037","2381","22585","9.53697027958023","NHS","2652"
"200","2018-09-01","East of England","Outpatient appointments","3.7037037037037","2381","22585","9.53697027958023","Independent Sector","102"
"201","2018-09-01","London","Inpatient admissions","19.1780821917808","12850","35622","26.5101501898003","NHS","3894"
"202","2018-09-01","London","Inpatient admissions","19.1780821917808","12850","35622","26.5101501898003","Independent Sector","924"
"203","2018-09-01","London","Outpatient appointments","6.91874497184232","2381","22585","9.53697027958023","NHS","3471"
"204","2018-09-01","London","Outpatient appointments","6.91874497184232","2381","22585","9.53697027958023","Independent Sector","258"
"205","2018-09-01","Midlands","Inpatient admissions","27.8209570184474","12850","35622","26.5101501898003","NHS","7708"
"206","2018-09-01","Midlands","Inpatient admissions","27.8209570184474","12850","35622","26.5101501898003","Independent Sector","2971"
"207","2018-09-01","Midlands","Outpatient appointments","8.74324511569904","2381","22585","9.53697027958023","NHS","6586"
"208","2018-09-01","Midlands","Outpatient appointments","8.74324511569904","2381","22585","9.53697027958023","Independent Sector","631"
"209","2018-09-01","North East and Yorkshire","Inpatient admissions","24.0409207161125","12850","35622","26.5101501898003","NHS","6237"
"210","2018-09-01","North East and Yorkshire","Inpatient admissions","24.0409207161125","12850","35622","26.5101501898003","Independent Sector","1974"
"211","2018-09-01","North East and Yorkshire","Outpatient appointments","11.2385321100917","2381","22585","9.53697027958023","NHS","3096"
"212","2018-09-01","North East and Yorkshire","Outpatient appointments","11.2385321100917","2381","22585","9.53697027958023","Independent Sector","392"
"213","2018-09-01","North West","Inpatient admissions","26.1833105335157","12850","35622","26.5101501898003","NHS","5396"
"214","2018-09-01","North West","Inpatient admissions","26.1833105335157","12850","35622","26.5101501898003","Independent Sector","1914"
"215","2018-09-01","North West","Outpatient appointments","9.30764206401045","2381","22585","9.53697027958023","NHS","2777"
"216","2018-09-01","North West","Outpatient appointments","9.30764206401045","2381","22585","9.53697027958023","Independent Sector","285"
"217","2018-09-01","South East","Inpatient admissions","33.0948121645796","12850","35622","26.5101501898003","NHS","4862"
"218","2018-09-01","South East","Inpatient admissions","33.0948121645796","12850","35622","26.5101501898003","Independent Sector","2405"
"219","2018-09-01","South East","Outpatient appointments","14.3615452668829","2381","22585","9.53697027958023","NHS","2904"
"220","2018-09-01","South East","Outpatient appointments","14.3615452668829","2381","22585","9.53697027958023","Independent Sector","487"
"221","2018-09-01","South West","Inpatient admissions","31.468949044586","12850","35622","26.5101501898003","NHS","3443"
"222","2018-09-01","South West","Inpatient admissions","31.468949044586","12850","35622","26.5101501898003","Independent Sector","1581"
"223","2018-09-01","South West","Outpatient appointments","17.0566037735849","2381","22585","9.53697027958023","NHS","1099"
"224","2018-09-01","South West","Outpatient appointments","17.0566037735849","2381","22585","9.53697027958023","Independent Sector","226"
"225","2018-10-01","East of England","Inpatient admissions","18.6478582487528","13863","41115","25.2155407617592","NHS","4729"
"226","2018-10-01","East of England","Inpatient admissions","18.6478582487528","13863","41115","25.2155407617592","Independent Sector","1084"
"227","2018-10-01","East of England","Outpatient appointments","3.81903642773208","2697","26845","9.12937512693792","NHS","3274"
"228","2018-10-01","East of England","Outpatient appointments","3.81903642773208","2697","26845","9.12937512693792","Independent Sector","130"
"229","2018-10-01","London","Inpatient admissions","19.170607493634","13863","41115","25.2155407617592","NHS","4444"
"230","2018-10-01","London","Inpatient admissions","19.170607493634","13863","41115","25.2155407617592","Independent Sector","1054"
"231","2018-10-01","London","Outpatient appointments","6.6119811086254","2697","26845","9.12937512693792","NHS","3757"
"232","2018-10-01","London","Outpatient appointments","6.6119811086254","2697","26845","9.12937512693792","Independent Sector","266"
"233","2018-10-01","Midlands","Inpatient admissions","26.5465213746857","13863","41115","25.2155407617592","NHS","8763"
"234","2018-10-01","Midlands","Inpatient admissions","26.5465213746857","13863","41115","25.2155407617592","Independent Sector","3167"
"235","2018-10-01","Midlands","Outpatient appointments","8.63102373531527","2697","26845","9.12937512693792","NHS","7622"
"236","2018-10-01","Midlands","Outpatient appointments","8.63102373531527","2697","26845","9.12937512693792","Independent Sector","720"
"237","2018-10-01","North East and Yorkshire","Inpatient admissions","23.1888815933465","13863","41115","25.2155407617592","NHS","7019"
"238","2018-10-01","North East and Yorkshire","Inpatient admissions","23.1888815933465","13863","41115","25.2155407617592","Independent Sector","2119"
"239","2018-10-01","North East and Yorkshire","Outpatient appointments","11.2857813233224","2697","26845","9.12937512693792","NHS","3781"
"240","2018-10-01","North East and Yorkshire","Outpatient appointments","11.2857813233224","2697","26845","9.12937512693792","Independent Sector","481"
"241","2018-10-01","North West","Inpatient admissions","24.9909931547976","13863","41115","25.2155407617592","NHS","6246"
"242","2018-10-01","North West","Inpatient admissions","24.9909931547976","13863","41115","25.2155407617592","Independent Sector","2081"
"243","2018-10-01","North West","Outpatient appointments","8.07768083309879","2697","26845","9.12937512693792","NHS","3266"
"244","2018-10-01","North West","Outpatient appointments","8.07768083309879","2697","26845","9.12937512693792","Independent Sector","287"
"245","2018-10-01","South East","Inpatient admissions","30.6139512661252","13863","41115","25.2155407617592","NHS","5809"
"246","2018-10-01","South East","Inpatient admissions","30.6139512661252","13863","41115","25.2155407617592","Independent Sector","2563"
"247","2018-10-01","South East","Outpatient appointments","13.1460939343875","2697","26845","9.12937512693792","NHS","3680"
"248","2018-10-01","South East","Outpatient appointments","13.1460939343875","2697","26845","9.12937512693792","Independent Sector","557"
"249","2018-10-01","South West","Inpatient admissions","30.4237288135593","13863","41115","25.2155407617592","NHS","4105"
"250","2018-10-01","South West","Inpatient admissions","30.4237288135593","13863","41115","25.2155407617592","Independent Sector","1795"
"251","2018-10-01","South West","Outpatient appointments","14.8750726321906","2697","26845","9.12937512693792","NHS","1465"
"252","2018-10-01","South West","Outpatient appointments","14.8750726321906","2697","26845","9.12937512693792","Independent Sector","256"
"253","2018-11-01","East of England","Inpatient admissions","20.7588905904373","14080","41441","25.3597737792907","NHS","4657"
"254","2018-11-01","East of England","Inpatient admissions","20.7588905904373","14080","41441","25.3597737792907","Independent Sector","1220"
"255","2018-11-01","East of England","Outpatient appointments","4.11784399062605","2531","24399","9.39844040103973","NHS","2864"
