"","der_activity_month","var_1","name","prop","england_IS","england_NHS","england_IS_prop","sector","value"
"141","2018-07-01","East of England","Inpatient admissions","8.86911155439619","9077","48143","15.8633344984271","NHS","5939"
"142","2018-07-01","East of England","Inpatient admissions","8.86911155439619","9077","48143","15.8633344984271","Independent Sector","578"
"143","2018-07-01","East of England","Outpatient appointments","2.75174101261058","4697","227817","2.02009341372993","NHS","25834"
"144","2018-07-01","East of England","Outpatient appointments","2.75174101261058","4697","227817","2.02009341372993","Independent Sector","731"
"145","2018-07-01","London","Inpatient admissions","4.2169572343913","9077","48143","15.8633344984271","NHS","6428"
"146","2018-07-01","London","Inpatient admissions","4.2169572343913","9077","48143","15.8633344984271","Independent Sector","283"
"147","2018-07-01","London","Outpatient appointments","0.188062142273099","4697","227817","2.02009341372993","NHS","36621"
"148","2018-07-01","London","Outpatient appointments","0.188062142273099","4697","227817","2.02009341372993","Independent Sector","69"
"149","2018-07-01","Midlands","Inpatient admissions","16.0409556313993","9077","48143","15.8633344984271","NHS","9594"
"150","2018-07-01","Midlands","Inpatient admissions","16.0409556313993","9077","48143","15.8633344984271","Independent Sector","1833"
"151","2018-07-01","Midlands","Outpatient appointments","1.24829288161583","4697","227817","2.02009341372993","NHS","41216"
"152","2018-07-01","Midlands","Outpatient appointments","1.24829288161583","4697","227817","2.02009341372993","Independent Sector","521"
"153","2018-07-01","North East and Yorkshire","Inpatient admissions","14.9420572249","9077","48143","15.8633344984271","NHS","8294"
"154","2018-07-01","North East and Yorkshire","Inpatient admissions","14.9420572249","9077","48143","15.8633344984271","Independent Sector","1457"
"155","2018-07-01","North East and Yorkshire","Outpatient appointments","1.86549459331219","4697","227817","2.02009341372993","NHS","39296"
"156","2018-07-01","North East and Yorkshire","Outpatient appointments","1.86549459331219","4697","227817","2.02009341372993","Independent Sector","747"
"157","2018-07-01","North West","Inpatient admissions","28.7996295867577","9077","48143","15.8633344984271","NHS","6151"
"158","2018-07-01","North West","Inpatient admissions","28.7996295867577","9077","48143","15.8633344984271","Independent Sector","2488"
"159","2018-07-01","North West","Outpatient appointments","4.80441060645839","4697","227817","2.02009341372993","NHS","25382"
"160","2018-07-01","North West","Outpatient appointments","4.80441060645839","4697","227817","2.02009341372993","Independent Sector","1281"
"161","2018-07-01","South East","Inpatient admissions","12.557464311638","9077","48143","15.8633344984271","NHS","7228"
"162","2018-07-01","South East","Inpatient admissions","12.557464311638","9077","48143","15.8633344984271","Independent Sector","1038"
"163","2018-07-01","South East","Outpatient appointments","3.22103706832823","4697","227817","2.02009341372993","NHS","36656"
"164","2018-07-01","South East","Outpatient appointments","3.22103706832823","4697","227817","2.02009341372993","Independent Sector","1220"
"165","2018-07-01","South West","Inpatient admissions","23.6926721949568","9077","48143","15.8633344984271","NHS","4509"
"166","2018-07-01","South West","Inpatient admissions","23.6926721949568","9077","48143","15.8633344984271","Independent Sector","1400"
"167","2018-07-01","South West","Outpatient appointments","0.557977332170881","4697","227817","2.02009341372993","NHS","22812"
"168","2018-07-01","South West","Outpatient appointments","0.557977332170881","4697","227817","2.02009341372993","Independent Sector","128"
"169","2018-08-01","East of England","Inpatient admissions","9.59211890770826","9537","45037","17.4753545644446","NHS","5231"
"170","2018-08-01","East of England","Inpatient admissions","9.59211890770826","9537","45037","17.4753545644446","Independent Sector","555"
"171","2018-08-01","East of England","Outpatient appointments","2.70249129805624","4666","223306","2.0467425824224","NHS","24878"
"172","2018-08-01","East of England","Outpatient appointments","2.70249129805624","4666","223306","2.0467425824224","Independent Sector","691"
"173","2018-08-01","London","Inpatient admissions","4.42322991249006","9537","45037","17.4753545644446","NHS","6007"
"174","2018-08-01","London","Inpatient admissions","4.42322991249006","9537","45037","17.4753545644446","Independent Sector","278"
"175","2018-08-01","London","Outpatient appointments","0.104620256743765","4666","223306","2.0467425824224","NHS","35329"
"176","2018-08-01","London","Outpatient appointments","0.104620256743765","4666","223306","2.0467425824224","Independent Sector","37"
"177","2018-08-01","Midlands","Inpatient admissions","18.5705284003961","9537","45037","17.4753545644446","NHS","9046"
"178","2018-08-01","Midlands","Inpatient admissions","18.5705284003961","9537","45037","17.4753545644446","Independent Sector","2063"
"179","2018-08-01","Midlands","Outpatient appointments","1.36907299215165","4666","223306","2.0467425824224","NHS","39335"
"180","2018-08-01","Midlands","Outpatient appointments","1.36907299215165","4666","223306","2.0467425824224","Independent Sector","546"
"181","2018-08-01","North East and Yorkshire","Inpatient admissions","16.8632968936032","9537","45037","17.4753545644446","NHS","7681"
"182","2018-08-01","North East and Yorkshire","Inpatient admissions","16.8632968936032","9537","45037","17.4753545644446","Independent Sector","1558"
"183","2018-08-01","North East and Yorkshire","Outpatient appointments","1.79387882573392","4666","223306","2.0467425824224","NHS","39307"
"184","2018-08-01","North East and Yorkshire","Outpatient appointments","1.79387882573392","4666","223306","2.0467425824224","Independent Sector","718"
"185","2018-08-01","North West","Inpatient admissions","31.5858453473132","9537","45037","17.4753545644446","NHS","5742"
"186","2018-08-01","North West","Inpatient admissions","31.5858453473132","9537","45037","17.4753545644446","Independent Sector","2651"
"187","2018-08-01","North West","Outpatient appointments","5.08705644061855","4666","223306","2.0467425824224","NHS","24367"
"188","2018-08-01","North West","Outpatient appointments","5.08705644061855","4666","223306","2.0467425824224","Independent Sector","1306"
"189","2018-08-01","South East","Inpatient admissions","11.9462227912932","9537","45037","17.4753545644446","NHS","6877"
"190","2018-08-01","South East","Inpatient admissions","11.9462227912932","9537","45037","17.4753545644446","Independent Sector","933"
"191","2018-08-01","South East","Outpatient appointments","3.08479305534026","4666","223306","2.0467425824224","NHS","37512"
"192","2018-08-01","South East","Outpatient appointments","3.08479305534026","4666","223306","2.0467425824224","Independent Sector","1194"
"193","2018-08-01","South West","Inpatient admissions","25.184811827957","9537","45037","17.4753545644446","NHS","4453"
"194","2018-08-01","South West","Inpatient admissions","25.184811827957","9537","45037","17.4753545644446","Independent Sector","1499"
"195","2018-08-01","South West","Outpatient appointments","0.764767932489452","4666","223306","2.0467425824224","NHS","22578"
"196","2018-08-01","South West","Outpatient appointments","0.764767932489452","4666","223306","2.0467425824224","Independent Sector","174"
"197","2018-09-01","East of England","Inpatient admissions","9.95413623237642","9563","43893","17.889479197845","NHS","5301"
"198","2018-09-01","East of England","Inpatient admissions","9.95413623237642","9563","43893","17.889479197845","Independent Sector","586"
"199","2018-09-01","East of England","Outpatient appointments","3.12068825582339","4808","217918","2.15870621301509","NHS","23873"
"200","2018-09-01","East of England","Outpatient appointments","3.12068825582339","4808","217918","2.15870621301509","Independent Sector","769"
"201","2018-09-01","London","Inpatient admissions","4.31807071859215","9563","43893","17.889479197845","NHS","5872"
"202","2018-09-01","London","Inpatient admissions","4.31807071859215","9563","43893","17.889479197845","Independent Sector","265"
"203","2018-09-01","London","Outpatient appointments","0.112944546982177","4808","217918","2.15870621301509","NHS","36260"
"204","2018-09-01","London","Outpatient appointments","0.112944546982177","4808","217918","2.15870621301509","Independent Sector","41"
"205","2018-09-01","Midlands","Inpatient admissions","19.6299722479186","9563","43893","17.889479197845","NHS","8688"
"206","2018-09-01","Midlands","Inpatient admissions","19.6299722479186","9563","43893","17.889479197845","Independent Sector","2122"
"207","2018-09-01","Midlands","Outpatient appointments","1.62360335195531","4808","217918","2.15870621301509","NHS","39445"
"208","2018-09-01","Midlands","Outpatient appointments","1.62360335195531","4808","217918","2.15870621301509","Independent Sector","651"
"209","2018-09-01","North East and Yorkshire","Inpatient admissions","18.4598580010923","9563","43893","17.889479197845","NHS","7465"
"210","2018-09-01","North East and Yorkshire","Inpatient admissions","18.4598580010923","9563","43893","17.889479197845","Independent Sector","1690"
"211","2018-09-01","North East and Yorkshire","Outpatient appointments","1.93956986409817","4808","217918","2.15870621301509","NHS","37160"
"212","2018-09-01","North East and Yorkshire","Outpatient appointments","1.93956986409817","4808","217918","2.15870621301509","Independent Sector","735"
"213","2018-09-01","North West","Inpatient admissions","31.2049689440994","9563","43893","17.889479197845","NHS","5538"
"214","2018-09-01","North West","Inpatient admissions","31.2049689440994","9563","43893","17.889479197845","Independent Sector","2512"
"215","2018-09-01","North West","Outpatient appointments","4.59408933614415","4808","217918","2.15870621301509","NHS","23986"
"216","2018-09-01","North West","Outpatient appointments","4.59408933614415","4808","217918","2.15870621301509","Independent Sector","1155"
"217","2018-09-01","South East","Inpatient admissions","12.9069322098813","9563","43893","17.889479197845","NHS","6822"
"218","2018-09-01","South East","Inpatient admissions","12.9069322098813","9563","43893","17.889479197845","Independent Sector","1011"
"219","2018-09-01","South East","Outpatient appointments","3.58239786904406","4808","217918","2.15870621301509","NHS","35473"
"220","2018-09-01","South East","Outpatient appointments","3.58239786904406","4808","217918","2.15870621301509","Independent Sector","1318"
"221","2018-09-01","South West","Inpatient admissions","24.6597421203438","9563","43893","17.889479197845","NHS","4207"
"222","2018-09-01","South West","Inpatient admissions","24.6597421203438","9563","43893","17.889479197845","Independent Sector","1377"
"223","2018-09-01","South West","Outpatient appointments","0.635864592863678","4808","217918","2.15870621301509","NHS","21721"
"224","2018-09-01","South West","Outpatient appointments","0.635864592863678","4808","217918","2.15870621301509","Independent Sector","139"
"225","2018-10-01","East of England","Inpatient admissions","10.4793588386511","10845","51183","17.4840394660476","NHS","5920"
"226","2018-10-01","East of England","Inpatient admissions","10.4793588386511","10845","51183","17.4840394660476","Independent Sector","693"
"227","2018-10-01","East of England","Outpatient appointments","2.83648498331479","5127","250082","2.00894169092783","NHS","27952"
"228","2018-10-01","East of England","Outpatient appointments","2.83648498331479","5127","250082","2.00894169092783","Independent Sector","816"
"229","2018-10-01","London","Inpatient admissions","4.24619026483208","10845","51183","17.4840394660476","NHS","6472"
"230","2018-10-01","London","Inpatient admissions","4.24619026483208","10845","51183","17.4840394660476","Independent Sector","287"
"231","2018-10-01","London","Outpatient appointments","0.0906435693423305","5127","250082","2.00894169092783","NHS","39680"
"232","2018-10-01","London","Outpatient appointments","0.0906435693423305","5127","250082","2.00894169092783","Independent Sector","36"
"233","2018-10-01","Midlands","Inpatient admissions","17.8858060077964","10845","51183","17.4840394660476","NHS","10743"
"234","2018-10-01","Midlands","Inpatient admissions","17.8858060077964","10845","51183","17.4840394660476","Independent Sector","2340"
"235","2018-10-01","Midlands","Outpatient appointments","1.49068056538618","5127","250082","2.00894169092783","NHS","45928"
"236","2018-10-01","Midlands","Outpatient appointments","1.49068056538618","5127","250082","2.00894169092783","Independent Sector","695"
"237","2018-10-01","North East and Yorkshire","Inpatient admissions","17.0867826248721","10845","51183","17.4840394660476","NHS","8914"
"238","2018-10-01","North East and Yorkshire","Inpatient admissions","17.0867826248721","10845","51183","17.4840394660476","Independent Sector","1837"
"239","2018-10-01","North East and Yorkshire","Outpatient appointments","1.79069661071216","5127","250082","2.00894169092783","NHS","42943"
"240","2018-10-01","North East and Yorkshire","Outpatient appointments","1.79069661071216","5127","250082","2.00894169092783","Independent Sector","783"
"241","2018-10-01","North West","Inpatient admissions","30.0342759211654","10845","51183","17.4840394660476","NHS","6532"
"242","2018-10-01","North West","Inpatient admissions","30.0342759211654","10845","51183","17.4840394660476","Independent Sector","2804"
"243","2018-10-01","North West","Outpatient appointments","4.78225752170694","5127","250082","2.00894169092783","NHS","28293"
"244","2018-10-01","North West","Outpatient appointments","4.78225752170694","5127","250082","2.00894169092783","Independent Sector","1421"
"245","2018-10-01","South East","Inpatient admissions","13.0900798175599","10845","51183","17.4840394660476","NHS","7622"
"246","2018-10-01","South East","Inpatient admissions","13.0900798175599","10845","51183","17.4840394660476","Independent Sector","1148"
"247","2018-10-01","South East","Outpatient appointments","3.02478851072201","5127","250082","2.00894169092783","NHS","39434"
"248","2018-10-01","South East","Outpatient appointments","3.02478851072201","5127","250082","2.00894169092783","Independent Sector","1230"
"249","2018-10-01","South West","Inpatient admissions","25.8487194758785","10845","51183","17.4840394660476","NHS","4980"
"250","2018-10-01","South West","Inpatient admissions","25.8487194758785","10845","51183","17.4840394660476","Independent Sector","1736"
"251","2018-10-01","South West","Outpatient appointments","0.561581660127702","5127","250082","2.00894169092783","NHS","25852"
"252","2018-10-01","South West","Outpatient appointments","0.561581660127702","5127","250082","2.00894169092783","Independent Sector","146"
"253","2018-11-01","East of England","Inpatient admissions","12.4505928853755","11299","50038","18.4211813424197","NHS","5759"
"254","2018-11-01","East of England","Inpatient admissions","12.4505928853755","11299","50038","18.4211813424197","Independent Sector","819"
"255","2018-11-01","East of England","Outpatient appointments","3.27468953282082","5163","239488","2.11035311525397","NHS","26170"
