"","der_activity_month","var_1","name","prop","sector","value"
"88","2018-05-01","East of England","Outpatient appointments","5.37985001630258","NHS","2902"
"89","2018-05-01","London","Inpatient admissions","18.3346518987342","Independent Sector","927"
"90","2018-05-01","London","Inpatient admissions","18.3346518987342","NHS","4129"
"91","2018-05-01","London","Outpatient appointments","5.4521852012116","Independent Sector","252"
"92","2018-05-01","London","Outpatient appointments","5.4521852012116","NHS","4370"
"93","2018-05-01","Midlands","Inpatient admissions","25.6257237017903","Independent Sector","2877"
"94","2018-05-01","Midlands","Inpatient admissions","25.6257237017903","NHS","8350"
"95","2018-05-01","Midlands","Outpatient appointments","8.1630078223568","Independent Sector","647"
"96","2018-05-01","Midlands","Outpatient appointments","8.1630078223568","NHS","7279"
"97","2018-05-01","North East and Yorkshire","Inpatient admissions","21.150766415008","Independent Sector","1849"
"98","2018-05-01","North East and Yorkshire","Inpatient admissions","21.150766415008","NHS","6893"
"99","2018-05-01","North East and Yorkshire","Outpatient appointments","9.63110227523747","Independent Sector","436"
"100","2018-05-01","North East and Yorkshire","Outpatient appointments","9.63110227523747","NHS","4091"
"101","2018-05-01","North West","Inpatient admissions","24.417701863354","Independent Sector","1887"
"102","2018-05-01","North West","Inpatient admissions","24.417701863354","NHS","5841"
"103","2018-05-01","North West","Outpatient appointments","7.05559710795313","Independent Sector","283"
"104","2018-05-01","North West","Outpatient appointments","7.05559710795313","NHS","3728"
"105","2018-05-01","South East","Inpatient admissions","30.3920332787092","Independent Sector","2411"
"106","2018-05-01","South East","Inpatient admissions","30.3920332787092","NHS","5522"
"107","2018-05-01","South East","Outpatient appointments","13.0943300279685","Independent Sector","515"
"108","2018-05-01","South East","Outpatient appointments","13.0943300279685","NHS","3418"
"109","2018-05-01","South West","Inpatient admissions","31.3588850174216","Independent Sector","1710"
"110","2018-05-01","South West","Inpatient admissions","31.3588850174216","NHS","3743"
"111","2018-05-01","South West","Outpatient appointments","15.365551425031","Independent Sector","248"
"112","2018-05-01","South West","Outpatient appointments","15.365551425031","NHS","1366"
"113","2018-06-01","East of England","Inpatient admissions","19.8423127463863","Independent Sector","1057"
"114","2018-06-01","East of England","Inpatient admissions","19.8423127463863","NHS","4270"
"115","2018-06-01","East of England","Outpatient appointments","4.17222963951936","Independent Sector","125"
"116","2018-06-01","East of England","Outpatient appointments","4.17222963951936","NHS","2871"
"117","2018-06-01","London","Inpatient admissions","18.5619066855181","Independent Sector","919"
"118","2018-06-01","London","Inpatient admissions","18.5619066855181","NHS","4032"
"119","2018-06-01","London","Outpatient appointments","5.17313308302044","Independent Sector","248"
"120","2018-06-01","London","Outpatient appointments","5.17313308302044","NHS","4546"
"121","2018-06-01","Midlands","Inpatient admissions","25.8389877131854","Independent Sector","2818"
"122","2018-06-01","Midlands","Inpatient admissions","25.8389877131854","NHS","8088"
"123","2018-06-01","Midlands","Outpatient appointments","8.8548783820716","Independent Sector","648"
"124","2018-06-01","Midlands","Outpatient appointments","8.8548783820716","NHS","6670"
"125","2018-06-01","North East and Yorkshire","Inpatient admissions","22.3073297195381","Independent Sector","1893"
"126","2018-06-01","North East and Yorkshire","Inpatient admissions","22.3073297195381","NHS","6593"
"127","2018-06-01","North East and Yorkshire","Outpatient appointments","7.89989118607182","Independent Sector","363"
"128","2018-06-01","North East and Yorkshire","Outpatient appointments","7.89989118607182","NHS","4232"
"129","2018-06-01","North West","Inpatient admissions","24.0587449933244","Independent Sector","1802"
"130","2018-06-01","North West","Inpatient admissions","24.0587449933244","NHS","5688"
"131","2018-06-01","North West","Outpatient appointments","6.64326898972173","Independent Sector","265"
"132","2018-06-01","North West","Outpatient appointments","6.64326898972173","NHS","3724"
"133","2018-06-01","South East","Inpatient admissions","31.3763357795803","Independent Sector","2437"
"134","2018-06-01","South East","Inpatient admissions","31.3763357795803","NHS","5330"
"135","2018-06-01","South East","Outpatient appointments","14.2746714764236","Independent Sector","554"
"136","2018-06-01","South East","Outpatient appointments","14.2746714764236","NHS","3327"
"137","2018-06-01","South West","Inpatient admissions","28.2883874518437","Independent Sector","1542"
"138","2018-06-01","South West","Inpatient admissions","28.2883874518437","NHS","3909"
"139","2018-06-01","South West","Outpatient appointments","14.19624217119","Independent Sector","204"
"140","2018-06-01","South West","Outpatient appointments","14.19624217119","NHS","1233"
"141","2018-07-01","East of England","Inpatient admissions","18.8159111933395","Independent Sector","1017"
"142","2018-07-01","East of England","Inpatient admissions","18.8159111933395","NHS","4388"
"143","2018-07-01","East of England","Outpatient appointments","3.96583282489323","Independent Sector","130"
"144","2018-07-01","East of England","Outpatient appointments","3.96583282489323","NHS","3148"
"145","2018-07-01","London","Inpatient admissions","19.4466403162055","Independent Sector","984"
"146","2018-07-01","London","Inpatient admissions","19.4466403162055","NHS","4076"
"147","2018-07-01","London","Outpatient appointments","6.4018592858652","Independent Sector","303"
"148","2018-07-01","London","Outpatient appointments","6.4018592858652","NHS","4430"
"149","2018-07-01","Midlands","Inpatient admissions","25.9663564781675","Independent Sector","2902"
"150","2018-07-01","Midlands","Inpatient admissions","25.9663564781675","NHS","8274"
"151","2018-07-01","Midlands","Outpatient appointments","7.52056404230317","Independent Sector","576"
"152","2018-07-01","Midlands","Outpatient appointments","7.52056404230317","NHS","7083"
"153","2018-07-01","North East and Yorkshire","Inpatient admissions","21.3965028355388","Independent Sector","1811"
"154","2018-07-01","North East and Yorkshire","Inpatient admissions","21.3965028355388","NHS","6653"
"155","2018-07-01","North East and Yorkshire","Outpatient appointments","9.47705442902882","Independent Sector","444"
"156","2018-07-01","North East and Yorkshire","Outpatient appointments","9.47705442902882","NHS","4241"
"157","2018-07-01","North West","Inpatient admissions","24.5588622596787","Independent Sector","1865"
"158","2018-07-01","North West","Inpatient admissions","24.5588622596787","NHS","5729"
"159","2018-07-01","North West","Outpatient appointments","7.11297071129707","Independent Sector","255"
"160","2018-07-01","North West","Outpatient appointments","7.11297071129707","NHS","3330"
"161","2018-07-01","South East","Inpatient admissions","29.5919714776179","Independent Sector","2241"
"162","2018-07-01","South East","Inpatient admissions","29.5919714776179","NHS","5332"
"163","2018-07-01","South East","Outpatient appointments","14.0395988686038","Independent Sector","546"
"164","2018-07-01","South East","Outpatient appointments","14.0395988686038","NHS","3343"
"165","2018-07-01","South West","Inpatient admissions","29.1247672253259","Independent Sector","1564"
"166","2018-07-01","South West","Inpatient admissions","29.1247672253259","NHS","3806"
"167","2018-07-01","South West","Outpatient appointments","14.0540540540541","Independent Sector","208"
"168","2018-07-01","South West","Outpatient appointments","14.0540540540541","NHS","1272"
"169","2018-08-01","East of England","Inpatient admissions","18.4371909000989","Independent Sector","932"
"170","2018-08-01","East of England","Inpatient admissions","18.4371909000989","NHS","4123"
"171","2018-08-01","East of England","Outpatient appointments","3.97350993377483","Independent Sector","114"
"172","2018-08-01","East of England","Outpatient appointments","3.97350993377483","NHS","2755"
"173","2018-08-01","London","Inpatient admissions","18.7540983606557","Independent Sector","858"
"174","2018-08-01","London","Inpatient admissions","18.7540983606557","NHS","3717"
"175","2018-08-01","London","Outpatient appointments","7.41650294695481","Independent Sector","302"
"176","2018-08-01","London","Outpatient appointments","7.41650294695481","NHS","3770"
"177","2018-08-01","Midlands","Inpatient admissions","26.734829120515","Independent Sector","2824"
"178","2018-08-01","Midlands","Inpatient admissions","26.734829120515","NHS","7739"
"179","2018-08-01","Midlands","Outpatient appointments","8.6265756302521","Independent Sector","657"
"180","2018-08-01","Midlands","Outpatient appointments","8.6265756302521","NHS","6959"
"181","2018-08-01","North East and Yorkshire","Inpatient admissions","21.9658853847098","Independent Sector","1790"
"182","2018-08-01","North East and Yorkshire","Inpatient admissions","21.9658853847098","NHS","6359"
"183","2018-08-01","North East and Yorkshire","Outpatient appointments","9.71981155467394","Independent Sector","392"
"184","2018-08-01","North East and Yorkshire","Outpatient appointments","9.71981155467394","NHS","3641"
"185","2018-08-01","North West","Inpatient admissions","24.0994490747281","Independent Sector","1706"
"186","2018-08-01","North West","Inpatient admissions","24.0994490747281","NHS","5373"
"187","2018-08-01","North West","Outpatient appointments","7.76184538653367","Independent Sector","249"
"188","2018-08-01","North West","Outpatient appointments","7.76184538653367","NHS","2959"
"189","2018-08-01","South East","Inpatient admissions","29.5155380648663","Independent Sector","2175"
"190","2018-08-01","South East","Inpatient admissions","29.5155380648663","NHS","5194"
"191","2018-08-01","South East","Outpatient appointments","13.8410084898379","Independent Sector","538"
"192","2018-08-01","South East","Outpatient appointments","13.8410084898379","NHS","3349"
"193","2018-08-01","South West","Inpatient admissions","31.9366270585783","Independent Sector","1532"
"194","2018-08-01","South West","Inpatient admissions","31.9366270585783","NHS","3265"
"195","2018-08-01","South West","Outpatient appointments","15.0649350649351","Independent Sector","232"
"196","2018-08-01","South West","Outpatient appointments","15.0649350649351","NHS","1308"
"197","2018-09-01","East of England","Inpatient admissions","20.9374394731745","Independent Sector","1081"
"198","2018-09-01","East of England","Inpatient admissions","20.9374394731745","NHS","4082"
"199","2018-09-01","East of England","Outpatient appointments","3.7037037037037","Independent Sector","102"
"200","2018-09-01","East of England","Outpatient appointments","3.7037037037037","NHS","2652"
"201","2018-09-01","London","Inpatient admissions","19.1780821917808","Independent Sector","924"
"202","2018-09-01","London","Inpatient admissions","19.1780821917808","NHS","3894"
"203","2018-09-01","London","Outpatient appointments","6.91874497184232","Independent Sector","258"
"204","2018-09-01","London","Outpatient appointments","6.91874497184232","NHS","3471"
"205","2018-09-01","Midlands","Inpatient admissions","27.8209570184474","Independent Sector","2971"
"206","2018-09-01","Midlands","Inpatient admissions","27.8209570184474","NHS","7708"
"207","2018-09-01","Midlands","Outpatient appointments","8.74324511569904","Independent Sector","631"
"208","2018-09-01","Midlands","Outpatient appointments","8.74324511569904","NHS","6586"
"209","2018-09-01","North East and Yorkshire","Inpatient admissions","24.0409207161125","Independent Sector","1974"
"210","2018-09-01","North East and Yorkshire","Inpatient admissions","24.0409207161125","NHS","6237"
"211","2018-09-01","North East and Yorkshire","Outpatient appointments","11.2385321100917","Independent Sector","392"
"212","2018-09-01","North East and Yorkshire","Outpatient appointments","11.2385321100917","NHS","3096"
"213","2018-09-01","North West","Inpatient admissions","26.1833105335157","Independent Sector","1914"
"214","2018-09-01","North West","Inpatient admissions","26.1833105335157","NHS","5396"
"215","2018-09-01","North West","Outpatient appointments","9.30764206401045","Independent Sector","285"
"216","2018-09-01","North West","Outpatient appointments","9.30764206401045","NHS","2777"
"217","2018-09-01","South East","Inpatient admissions","33.0948121645796","Independent Sector","2405"
"218","2018-09-01","South East","Inpatient admissions","33.0948121645796","NHS","4862"
"219","2018-09-01","South East","Outpatient appointments","14.3615452668829","Independent Sector","487"
"220","2018-09-01","South East","Outpatient appointments","14.3615452668829","NHS","2904"
"221","2018-09-01","South West","Inpatient admissions","31.468949044586","Independent Sector","1581"
"222","2018-09-01","South West","Inpatient admissions","31.468949044586","NHS","3443"
"223","2018-09-01","South West","Outpatient appointments","17.0566037735849","Independent Sector","226"
"224","2018-09-01","South West","Outpatient appointments","17.0566037735849","NHS","1099"
"225","2018-10-01","East of England","Inpatient admissions","18.6478582487528","Independent Sector","1084"
"226","2018-10-01","East of England","Inpatient admissions","18.6478582487528","NHS","4729"
"227","2018-10-01","East of England","Outpatient appointments","3.81903642773208","Independent Sector","130"
"228","2018-10-01","East of England","Outpatient appointments","3.81903642773208","NHS","3274"
"229","2018-10-01","London","Inpatient admissions","19.170607493634","Independent Sector","1054"
"230","2018-10-01","London","Inpatient admissions","19.170607493634","NHS","4444"
"231","2018-10-01","London","Outpatient appointments","6.6119811086254","Independent Sector","266"
"232","2018-10-01","London","Outpatient appointments","6.6119811086254","NHS","3757"
"233","2018-10-01","Midlands","Inpatient admissions","26.5465213746857","Independent Sector","3167"
"234","2018-10-01","Midlands","Inpatient admissions","26.5465213746857","NHS","8763"
"235","2018-10-01","Midlands","Outpatient appointments","8.63102373531527","Independent Sector","720"
"236","2018-10-01","Midlands","Outpatient appointments","8.63102373531527","NHS","7622"
"237","2018-10-01","North East and Yorkshire","Inpatient admissions","23.1888815933465","Independent Sector","2119"
"238","2018-10-01","North East and Yorkshire","Inpatient admissions","23.1888815933465","NHS","7019"
"239","2018-10-01","North East and Yorkshire","Outpatient appointments","11.2857813233224","Independent Sector","481"
"240","2018-10-01","North East and Yorkshire","Outpatient appointments","11.2857813233224","NHS","3781"
"241","2018-10-01","North West","Inpatient admissions","24.9909931547976","Independent Sector","2081"
"242","2018-10-01","North West","Inpatient admissions","24.9909931547976","NHS","6246"
"243","2018-10-01","North West","Outpatient appointments","8.07768083309879","Independent Sector","287"
"244","2018-10-01","North West","Outpatient appointments","8.07768083309879","NHS","3266"
"245","2018-10-01","South East","Inpatient admissions","30.6139512661252","Independent Sector","2563"
"246","2018-10-01","South East","Inpatient admissions","30.6139512661252","NHS","5809"
"247","2018-10-01","South East","Outpatient appointments","13.1460939343875","Independent Sector","557"
"248","2018-10-01","South East","Outpatient appointments","13.1460939343875","NHS","3680"
"249","2018-10-01","South West","Inpatient admissions","30.4237288135593","Independent Sector","1795"
"250","2018-10-01","South West","Inpatient admissions","30.4237288135593","NHS","4105"
"251","2018-10-01","South West","Outpatient appointments","14.8750726321906","Independent Sector","256"
"252","2018-10-01","South West","Outpatient appointments","14.8750726321906","NHS","1465"
"253","2018-11-01","East of England","Inpatient admissions","20.7588905904373","Independent Sector","1220"
"254","2018-11-01","East of England","Inpatient admissions","20.7588905904373","NHS","4657"
"255","2018-11-01","East of England","Outpatient appointments","4.11784399062605","Independent Sector","123"
"256","2018-11-01","East of England","Outpatient appointments","4.11784399062605","NHS","2864"
"257","2018-11-01","London","Inpatient admissions","18.7599084023252","Independent Sector","1065"
"258","2018-11-01","London","Inpatient admissions","18.7599084023252","NHS","4612"
"259","2018-11-01","London","Outpatient appointments","6.14423327258526","Independent Sector","236"
"260","2018-11-01","London","Outpatient appointments","6.14423327258526","NHS","3605"
"261","2018-11-01","Midlands","Inpatient admissions","26.9724921759183","Independent Sector","3275"
"262","2018-11-01","Midlands","Inpatient admissions","26.9724921759183","NHS","8867"
"263","2018-11-01","Midlands","Outpatient appointments","8.92764857881137","Independent Sector","691"
"264","2018-11-01","Midlands","Outpatient appointments","8.92764857881137","NHS","7049"
"265","2018-11-01","North East and Yorkshire","Inpatient admissions","23.8222412135456","Independent Sector","2230"
"266","2018-11-01","North East and Yorkshire","Inpatient admissions","23.8222412135456","NHS","7131"
"267","2018-11-01","North East and Yorkshire","Outpatient appointments","11.76","Independent Sector","441"
"268","2018-11-01","North East and Yorkshire","Outpatient appointments","11.76","NHS","3309"
"269","2018-11-01","North West","Inpatient admissions","25.2317073170732","Independent Sector","2069"
"270","2018-11-01","North West","Inpatient admissions","25.2317073170732","NHS","6131"
"271","2018-11-01","North West","Outpatient appointments","8.572339069471","Independent Sector","269"
"272","2018-11-01","North West","Outpatient appointments","8.572339069471","NHS","2869"
"273","2018-11-01","South East","Inpatient admissions","31.1228070175439","Independent Sector","2661"
"274","2018-11-01","South East","Inpatient admissions","31.1228070175439","NHS","5889"
"275","2018-11-01","South East","Outpatient appointments","13.4438305709024","Independent Sector","511"
"276","2018-11-01","South East","Outpatient appointments","13.4438305709024","NHS","3290"
"277","2018-11-01","South West","Inpatient admissions","27.3013650682534","Independent Sector","1560"
"278","2018-11-01","South West","Inpatient admissions","27.3013650682534","NHS","4154"
"279","2018-11-01","South West","Outpatient appointments","15.5409444112373","Independent Sector","260"
"280","2018-11-01","South West","Outpatient appointments","15.5409444112373","NHS","1413"
"281","2018-12-01","East of England","Inpatient admissions","19.9171932882981","Independent Sector","914"
"282","2018-12-01","East of England","Inpatient admissions","19.9171932882981","NHS","3675"
"283","2018-12-01","East of England","Outpatient appointments","4.45191096178077","Independent Sector","106"
"284","2018-12-01","East of England","Outpatient appointments","4.45191096178077","NHS","2275"
"285","2018-12-01","London","Inpatient admissions","20.4332291201429","Independent Sector","915"
"286","2018-12-01","London","Inpatient admissions","20.4332291201429","NHS","3563"
"287","2018-12-01","London","Outpatient appointments","5.95092024539877","Independent Sector","194"
"288","2018-12-01","London","Outpatient appointments","5.95092024539877","NHS","3066"
"289","2018-12-01","Midlands","Inpatient admissions","26.9096866680319","Independent Sector","2628"
"290","2018-12-01","Midlands","Inpatient admissions","26.9096866680319","NHS","7138"
"291","2018-12-01","Midlands","Outpatient appointments","8.73301046711451","Independent Sector","559"
"292","2018-12-01","Midlands","Outpatient appointments","8.73301046711451","NHS","5842"
"293","2018-12-01","North East and Yorkshire","Inpatient admissions","23.3793836344315","Independent Sector","1760"
"294","2018-12-01","North East and Yorkshire","Inpatient admissions","23.3793836344315","NHS","5768"
"295","2018-12-01","North East and Yorkshire","Outpatient appointments","9.91447576813431","Independent Sector","313"
"296","2018-12-01","North East and Yorkshire","Outpatient appointments","9.91447576813431","NHS","2844"
"297","2018-12-01","North West","Inpatient admissions","23.3185230580665","Independent Sector","1522"
"298","2018-12-01","North West","Inpatient admissions","23.3185230580665","NHS","5005"
"299","2018-12-01","North West","Outpatient appointments","7.63329497506713","Independent Sector","199"
"300","2018-12-01","North West","Outpatient appointments","7.63329497506713","NHS","2408"
"301","2018-12-01","South East","Inpatient admissions","30.7816632383191","Independent Sector","2095"
"302","2018-12-01","South East","Inpatient admissions","30.7816632383191","NHS","4711"
"303","2018-12-01","South East","Outpatient appointments","13.0175554819477","Independent Sector","393"
"304","2018-12-01","South East","Outpatient appointments","13.0175554819477","NHS","2626"
"305","2018-12-01","South West","Inpatient admissions","27.6412246658042","Independent Sector","1282"
"306","2018-12-01","South West","Inpatient admissions","27.6412246658042","NHS","3356"
"307","2018-12-01","South West","Outpatient appointments","13.2539091586002","Independent Sector","178"
"308","2018-12-01","South West","Outpatient appointments","13.2539091586002","NHS","1165"
"309","2019-01-01","East of England","Inpatient admissions","22.2157660275034","Independent Sector","1147"
"310","2019-01-01","East of England","Inpatient admissions","22.2157660275034","NHS","4016"
"311","2019-01-01","East of England","Outpatient appointments","3.98214898729832","Independent Sector","116"
"312","2019-01-01","East of England","Outpatient appointments","3.98214898729832","NHS","2797"
"313","2019-01-01","London","Inpatient admissions","19.7050938337802","Independent Sector","1029"
"314","2019-01-01","London","Inpatient admissions","19.7050938337802","NHS","4193"
"315","2019-01-01","London","Outpatient appointments","6.88755543960344","Independent Sector","264"
"316","2019-01-01","London","Outpatient appointments","6.88755543960344","NHS","3569"
"317","2019-01-01","Midlands","Inpatient admissions","27.2894955270682","Independent Sector","2959"
"318","2019-01-01","Midlands","Inpatient admissions","27.2894955270682","NHS","7884"
"319","2019-01-01","Midlands","Outpatient appointments","9.84469952734639","Independent Sector","729"
"320","2019-01-01","Midlands","Outpatient appointments","9.84469952734639","NHS","6676"
"321","2019-01-01","North East and Yorkshire","Inpatient admissions","24.822695035461","Independent Sector","2100"
"322","2019-01-01","North East and Yorkshire","Inpatient admissions","24.822695035461","NHS","6360"
"323","2019-01-01","North East and Yorkshire","Outpatient appointments","12.254120148857","Independent Sector","461"
"324","2019-01-01","North East and Yorkshire","Outpatient appointments","12.254120148857","NHS","3301"
"325","2019-01-01","North West","Inpatient admissions","26.3973063973064","Independent Sector","1960"
"326","2019-01-01","North West","Inpatient admissions","26.3973063973064","NHS","5465"
"327","2019-01-01","North West","Outpatient appointments","7.41641337386018","Independent Sector","244"
"328","2019-01-01","North West","Outpatient appointments","7.41641337386018","NHS","3046"
"329","2019-01-01","South East","Inpatient admissions","31.9437592501233","Independent Sector","2590"
"330","2019-01-01","South East","Inpatient admissions","31.9437592501233","NHS","5518"
"331","2019-01-01","South East","Outpatient appointments","12.5507099391481","Independent Sector","495"
"332","2019-01-01","South East","Outpatient appointments","12.5507099391481","NHS","3449"
"333","2019-01-01","South West","Inpatient admissions","29.6288946219488","Independent Sector","1493"
"334","2019-01-01","South West","Inpatient admissions","29.6288946219488","NHS","3546"
"335","2019-01-01","South West","Outpatient appointments","12.8580521960535","Independent Sector","202"
"336","2019-01-01","South West","Outpatient appointments","12.8580521960535","NHS","1369"
"337","2019-02-01","East of England","Inpatient admissions","22.6111230405841","Independent Sector","1053"
"338","2019-02-01","East of England","Inpatient admissions","22.6111230405841","NHS","3604"
"339","2019-02-01","East of England","Outpatient appointments","5.11006289308176","Independent Sector","130"
"340","2019-02-01","East of England","Outpatient appointments","5.11006289308176","NHS","2414"
"341","2019-02-01","London","Inpatient admissions","20.8545269582909","Independent Sector","1025"
"342","2019-02-01","London","Inpatient admissions","20.8545269582909","NHS","3890"
"343","2019-02-01","London","Outpatient appointments","7.25358291898216","Independent Sector","248"
"344","2019-02-01","London","Outpatient appointments","7.25358291898216","NHS","3171"
"345","2019-02-01","Midlands","Inpatient admissions","27.1484740685265","Independent Sector","2900"
